"date","home.team","home.score","away.team","away.score","venue","home.adv","away.adv","surface"
2012-08-17,"Columbia River Utd Man U B00",4,"NEU Rangers B00",1,"Mt Hood Challenge Gold","neutral","neutral","Unk"
2012-08-17,"CFC United B00",1,"Oregon Rush Nike B00",2,"Mt Hood Challenge Gold","neutral","neutral","Grass"
2012-08-17,"CFC United B00",3,"Columbia River Utd Man U B00",4,"Mt Hood Challenge Gold","neutral","neutral","Grass"
2012-08-17,"Oregon Rush Nike B00",3,"NEU Rangers B00",4,"Mt Hood Challenge Gold","neutral","neutral","Grass"
2012-08-17,"Corvallis United Reign B00",1,"Tynecastle Select (mix) B00",4,"Mt Hood Challenge Premier","neutral","neutral","Unk"
2012-08-17,"NWSSA FC Beavers B00",1,"WAFC Juventus B00",3,"Mt Hood Challenge Premier","neutral","neutral","Turf"
2012-08-17,"WA Rush Nike B00",5,"WAFC Real Madrid B00",1,"Mt Hood Challenge Premier","neutral","neutral","Grass"
2012-08-17,"BSC Portland Black B00",1,"LASC Leones Negros B00",1,"Mt Hood Challenge Premier","neutral","neutral","Unk"
2012-08-17,"BYSC Select Cochran B00",3,"FC Salmon Creek Juventus B00",3,"Mt Hood Challenge Silver","neutral","neutral","Grass"
2012-08-17,"FC Salmon Creek Juventus B00",1,"Westside Timbers Copa TS B00",0,"Mt Hood Challenge Silver","neutral","neutral","Grass"
2012-08-17,"FC West Vikings B00",2,"LASC Halcones B00",6,"Mt Hood Challenge Silver","neutral","neutral","Grass"
2012-08-17,"Wenatchee Fire Black B00",2,"WUSC Boca Jrs. B00",0,"Mt Hood Challenge Silver","neutral","neutral","Grass"
2012-08-17,"FC West Vikings B00",1,"WUSC Boca Jrs. B00",2,"Mt Hood Challenge Silver","neutral","neutral","Grass"
2012-08-17,"LASC Halcones B00",3,"Wenatchee Fire Black B00",0,"Mt Hood Challenge Silver","neutral","neutral","Grass"
2012-08-17,"Westside Timbers Samba B00",0,"Pacific FC Blue B00",4,"Mt Hood Challenge Silver","neutral","neutral","Grass"
2012-08-17,"Pacific FC Blue B00",1,"RVSC Timbers Red B00",2,"Mt Hood Challenge Silver","neutral","neutral","Grass"
2012-08-17,"Vancouver Timbers Rojo B00",4,"HSC Lokomotiv B00",0,"Mt Hood Challenge Silver","neutral","neutral","Grass"
2012-08-17,"HSC Lokomotiv B00",3,"EMFC Rovers White B00",2,"Mt Hood Challenge Silver","neutral","neutral","Grass"
2012-08-17,"SSC Shadow A B00",11,"XiFA 2020 B00",0,"Northwest Cup Gold","neutral","neutral","Unk"
2012-08-17,"CB United B00",1,"Sting SC Manchester B00",7,"Northwest Cup Gold","neutral","neutral","Unk"
2012-08-17,"XiFA 2020 B00",0,"FC Spokane Dinaro B00",7,"Northwest Cup Gold","neutral","neutral","Unk"
2012-08-17,"SSC Shadow B B00",1,"Sting SC Ajax B00",1,"Northwest Cup Silver","neutral","neutral","Unk"
2012-08-17,"ASE Stephanson B00",2,"Sabers Rau B00",3,"Northwest Cup Silver","neutral","neutral","Unk"
2012-08-17,"SSC Shadow Elite Windham B00",0,"Idaho Thunder B00",2,"Northwest Cup Silver","neutral","neutral","Unk"
2012-08-17,"Sandpoint Strikers B00",3,"Breakers Derby B00",0,"Northwest Cup Silver","neutral","neutral","Unk"
2012-08-18,"FC Alliance B B00",3,"WPFC Fury Black B00",0,"Bigfoot Gold","neutral","neutral","Grass"
2012-08-18,"Seattle United Tango B00",7,"Snohomish United Black B00",0,"Bigfoot Gold","neutral","neutral","Grass"
2012-08-18,"BIFC Blue B00",2,"Seattle United Samba B00",2,"Bigfoot Silver","neutral","neutral","Grass"
2012-08-18,"Eastside FC Grey B00",3,"ISC Arsenal Red B00",0,"Bigfoot Silver","neutral","neutral","Grass"
2012-08-18,"FC Alliance C B00",0,"Snohomish United Red B00",1,"Bigfoot Silver","neutral","neutral","Grass"
2012-08-18,"MVP Rapids Navy B00",2,"FWFC Blue B00",1,"Bigfoot Silver","neutral","neutral","Grass"
2012-08-18,"WPFC Navy B00",1,"ISC Gunners C B00",3,"Bigfoot Silver","neutral","neutral","Grass"
2012-08-18,"Azul FC Manchester United B00",4,"NEU Napoli B00",0,"Mt Hood Challenge Bronze","neutral","neutral","Grass"
2012-08-18,"CUSC Thunder B00",0,"Pacific FC Orange B00",5,"Mt Hood Challenge Bronze","neutral","neutral","Grass"
2012-08-18,"Corvallis Fusion B00",0,"WAFC Aztecas B00",7,"Mt Hood Challenge Bronze","neutral","neutral","Grass"
2012-08-18,"HSC Richocet B00",0,"Milltown Hornets B00",4,"Mt Hood Challenge Bronze","neutral","neutral","Grass"
2012-08-18,"Azul FC Manchester United B00",1,"Milltown Hornets B00",2,"Mt Hood Challenge Bronze","neutral","neutral","Grass"
2012-08-18,"WAFC Aztecas B00",2,"Pacific FC Orange B00",1,"Mt Hood Challenge Bronze","neutral","neutral","Grass"
2012-08-18,"CUSC Thunder B00",0,"HSC Richocet B00",2,"Mt Hood Challenge Bronze","neutral","neutral","Grass"
2012-08-18,"Corvallis Fusion B00",1,"NEU Napoli B00",6,"Mt Hood Challenge Bronze","neutral","neutral","Grass"
2012-08-18,"NWSSA FC Barcelona B00",4,"Lake Oswego SC Cyclones B00",0,"Mt Hood Challenge Gold","neutral","neutral","Grass"
2012-08-18,"FC West Halcones B00",0,"NWSSA FC Barcelona B00",2,"Mt Hood Challenge Gold","neutral","neutral","Unk"
2012-08-18,"Lake Oswego SC Cyclones B00",0,"United SA Panthers B00",3,"Mt Hood Challenge Gold","neutral","neutral","Unk"
2012-08-18,"NEU Rangers B00",1,"CFC United B00",3,"Mt Hood Challenge Gold","neutral","neutral","Grass"
2012-08-18,"Columbia River Utd Man U B00",2,"Oregon Rush Nike B00",3,"Mt Hood Challenge Gold","neutral","neutral","Grass"
2012-08-18,"Corvallis United Reign B00",0,"NWSSA FC Beavers B00",2,"Mt Hood Challenge Premier","neutral","neutral","Grass"
2012-08-18,"Tynecastle Select (mix) B00",2,"WAFC Juventus B00",1,"Mt Hood Challenge Premier","neutral","neutral","Turf"
2012-08-18,"WAFC Juventus B00",2,"Corvallis United Reign B00",1,"Mt Hood Challenge Premier","neutral","neutral","Grass"
2012-08-18,"NWSSA FC Beavers B00",1,"Tynecastle Select (mix) B00",2,"Mt Hood Challenge Premier","neutral","neutral","Grass"
2012-08-18,"LASC Leones Negros B00",0,"WAFC Real Madrid B00",3,"Mt Hood Challenge Premier","neutral","neutral","Grass"
2012-08-18,"BSC Portland Black B00",1,"WA Rush Nike B00",1,"Mt Hood Challenge Premier","neutral","neutral","Unk"
2012-08-18,"WAFC Real Madrid B00",0,"BSC Portland Black B00",0,"Mt Hood Challenge Premier","neutral","neutral","Grass"
2012-08-18,"LASC Leones Negros B00",1,"WA Rush Nike B00",3,"Mt Hood Challenge Premier","neutral","neutral","Unk"
2012-08-18,"Westside Timbers Copa TS B00",1,"BYSC Select Cochran B00",2,"Mt Hood Challenge Silver","neutral","neutral","Grass"
2012-08-18,"Westside Timbers Samba B00",3,"RVSC Timbers Red B00",2,"Mt Hood Challenge Silver","neutral","neutral","Grass"
2012-08-18,"EMFC Rovers White B00",2,"Vancouver Timbers Rojo B00",4,"Mt Hood Challenge Silver","neutral","neutral","Grass"
2012-08-18,"FC Salmon Creek Juventus B00",1,"HSC Lokomotiv B00",3,"Mt Hood Challenge Silver","neutral","neutral","Grass"
2012-08-18,"LASC Halcones B00",4,"RVSC Timbers Red B00",0,"Mt Hood Challenge Silver","neutral","neutral","Grass"
2012-08-18,"Pacific FC Blue B00",4,"Wenatchee Fire Black B00",0,"Mt Hood Challenge Silver","neutral","neutral","Grass"
2012-08-18,"Vancouver Timbers Rojo B00",2,"BYSC Select Cochran B00",1,"Mt Hood Challenge Silver","neutral","neutral","Grass"
2012-08-18,"EMFC Rovers White B00",2,"FC West Vikings B00",6,"Mt Hood Challenge Silver","neutral","neutral","Grass"
2012-08-18,"SSC Shadow A B00",9,"FC Spokane Dinaro B00",0,"Northwest Cup Gold","neutral","neutral","Unk"
2012-08-18,"CB United B00",7,"XiFA 2020 B00",1,"Northwest Cup Gold","neutral","neutral","Unk"
2012-08-18,"Sting SC Manchester B00",6,"FC Spokane Dinaro B00",1,"Northwest Cup Gold","neutral","neutral","Unk"
2012-08-18,"SSC Shadow A B00",7,"CB United B00",1,"Northwest Cup Gold","neutral","neutral","Unk"
2012-08-18,"Sting SC Manchester B00",8,"XiFA 2020 B00",0,"Northwest Cup Gold","neutral","neutral","Unk"
2012-08-18,"SSC Shadow B B00",4,"Sabers Rau B00",2,"Northwest Cup Silver","neutral","neutral","Unk"
2012-08-18,"ASE Stephanson B00",0,"Sting SC Ajax B00",3,"Northwest Cup Silver","neutral","neutral","Unk"
2012-08-18,"SSC Shadow B B00",3,"ASE Stephanson B00",0,"Northwest Cup Silver","neutral","neutral","Unk"
2012-08-18,"Sabers Rau B00",4,"Sting SC Ajax B00",0,"Northwest Cup Silver","neutral","neutral","Unk"
2012-08-18,"SSC Shadow Elite Windham B00",0,"Breakers Derby B00",6,"Northwest Cup Silver","neutral","neutral","Unk"
2012-08-18,"Sandpoint Strikers B00",1,"Idaho Thunder B00",2,"Northwest Cup Silver","neutral","neutral","Unk"
2012-08-18,"SSC Shadow Elite Windham B00",0,"Sandpoint Strikers B00",9,"Northwest Cup Silver","neutral","neutral","Unk"
2012-08-18,"Breakers Derby B00",1,"Idaho Thunder B00",2,"Northwest Cup Silver","neutral","neutral","Unk"
2012-08-18,"MRFC Blue B00",1,"Nortac Colibri B00",8,"River Jam","neutral","neutral","Unk"
2012-08-18,"WPFC White B01",10,"Sparta Red B00",0,"River Jam","neutral","neutral","Grass"
2012-08-18,"Sparta Red B00",0,"MRFC Blue B00",8,"River Jam","neutral","neutral","Unk"
2012-08-18,"Nortac Colibri B00",9,"WPFC White B01",2,"River Jam","neutral","neutral","Grass"
2012-08-18,"Nortac Cosmos B00",7,"UPSC Lightning B00",1,"South Mason Kick Off","neutral","neutral","Unk"
2012-08-18,"Silver FC B00",1,"Nortac Cosmos B00",11,"South Mason Kick Off","neutral","neutral","Unk"
2012-08-18,"UPSC Lightning B00",6,"Silver FC B00",1,"South Mason Kick Off","neutral","neutral","Unk"
2012-08-19,"Seattle United Tango B00",4,"Snohomish United Black B00",1,"Bigfoot Gold","neutral","neutral","Grass"
2012-08-19,"NPFC B00",1,"ISC Gunners B B00",1,"Bigfoot Gold","neutral","neutral","Grass"
2012-08-19,"BIFC Blue B00",4,"Seattle United Samba B00",0,"Bigfoot Silver","neutral","neutral","Grass"
2012-08-19,"FWFC Blue B00",1,"BIFC Blue B00",2,"Bigfoot Silver","neutral","neutral","Grass"
2012-08-19,"Seattle United Samba B00",5,"ISC Gunners C B00",0,"Bigfoot Silver","neutral","neutral","Grass"
2012-08-19,"Milltown Hornets B00",0,"WAFC Aztecas B00",2,"Mt Hood Challenge Bronze","neutral","neutral","Grass"
2012-08-19,"HSC Richocet B00",0,"NEU Napoli B00",1,"Mt Hood Challenge Bronze","neutral","neutral","Grass"
2012-08-19,"NWSSA FC Barcelona B00",2,"Columbia River Utd Man U B00",1,"Mt Hood Challenge Gold","neutral","neutral","Turf"
2012-08-19,"Oregon Rush Nike B00",3,"United SA Panthers B00",0,"Mt Hood Challenge Gold","neutral","neutral","Unk"
2012-08-19,"NWSSA FC Barcelona B00",5,"Oregon Rush Nike B00",1,"Mt Hood Challenge Gold","neutral","neutral","Unk"
2012-08-19,"Lake Oswego SC Cyclones B00",4,"NEU Rangers B00",5,"Mt Hood Challenge Gold","neutral","neutral","Grass"
2012-08-19,"CFC United B00",0,"FC West Halcones B00",3,"Mt Hood Challenge Gold","neutral","neutral","Grass"
2012-08-19,"NEU Rangers B00",2,"FC West Halcones B00",1,"Mt Hood Challenge Gold","neutral","neutral","Unk"
2012-08-19,"Tynecastle Select (mix) B00",1,"WAFC Real Madrid B00",2,"Mt Hood Challenge Premier","neutral","neutral","Unk"
2012-08-19,"WA Rush Nike B00",3,"WAFC Juventus B00",2,"Mt Hood Challenge Premier","neutral","neutral","Unk"
2012-08-19,"WAFC Real Madrid B00",2,"WA Rush Nike B00",1,"Mt Hood Challenge Premier","neutral","neutral","Unk"
2012-08-19,"NWSSA FC Beavers B00",0,"LASC Leones Negros B00",3,"Mt Hood Challenge Premier","neutral","neutral","Grass"
2012-08-19,"BSC Portland Black B00",1,"Corvallis United Reign B00",0,"Mt Hood Challenge Premier","neutral","neutral","Grass"
2012-08-19,"LASC Leones Negros B00",3,"BSC Portland Black B00",2,"Mt Hood Challenge Premier","neutral","neutral","Unk"
2012-08-19,"HSC Lokomotiv B00",0,"LASC Halcones B00",1,"Mt Hood Challenge Silver","neutral","neutral","Grass"
2012-08-19,"Pacific FC Blue B00",0,"Vancouver Timbers Rojo B00",3,"Mt Hood Challenge Silver","neutral","neutral","Grass"
2012-08-19,"FC Salmon Creek Juventus B00",1,"RVSC Timbers Red B00",2,"Mt Hood Challenge Silver","neutral","neutral","Grass"
2012-08-19,"Wenatchee Fire Black B00",0,"BYSC Select Cochran B00",1,"Mt Hood Challenge Silver","neutral","neutral","Grass"
2012-08-19,"LASC Halcones B00",3,"Vancouver Timbers Rojo B00",1,"Mt Hood Challenge Silver","neutral","neutral","Unk"
2012-08-19,"RVSC Timbers Red B00",1,"BYSC Select Cochran B00",2,"Mt Hood Challenge Silver","neutral","neutral","Grass"
2012-08-19,"Westside Timbers Copa TS B00",2,"FC West Vikings B00",3,"Mt Hood Challenge Silver","neutral","neutral","Grass"
2012-08-19,"WUSC Boca Jrs. B00",0,"Westside Timbers Samba B00",3,"Mt Hood Challenge Silver","neutral","neutral","Grass"
2012-08-19,"EMFC Rovers White B00",0,"WUSC Boca Jrs. B00",4,"Mt Hood Challenge Silver","neutral","neutral","Grass"
2012-08-19,"FC West Vikings B00",1,"Westside Timbers Samba B00",5,"Mt Hood Challenge Silver","neutral","neutral","Grass"
2012-08-19,"CB United B00",0,"FC Spokane Dinaro B00",7,"Northwest Cup Gold","neutral","neutral","Unk"
2012-08-19,"SSC Shadow A B00",6,"Sting SC Manchester B00",0,"Northwest Cup Gold","neutral","neutral","Unk"
2012-08-19,"SSC Shadow A B00",6,"Sting SC Manchester B00",0,"Northwest Cup Gold","neutral","neutral","Unk"
2012-08-19,"SSC Shadow B B00",1,"Sandpoint Strikers B00",3,"Northwest Cup Silver","neutral","neutral","Unk"
2012-08-19,"Sabers Rau B00",4,"Idaho Thunder B00",0,"Northwest Cup Silver","neutral","neutral","Unk"
2012-08-19,"Sting SC Ajax B00",4,"Breakers Derby B00",1,"Northwest Cup Silver","neutral","neutral","Unk"
2012-08-19,"ASE Stephanson B00",8,"SSC Shadow Elite Windham B00",1,"Northwest Cup Silver","neutral","neutral","Unk"
2012-08-19,"Sandpoint Strikers B00",3,"Sabers Rau B00",2,"Northwest Cup Silver","neutral","neutral","Unk"
2012-08-19,"MRFC Blue B00",1,"WPFC White B01",4,"River Jam","neutral","neutral","Unk"
2012-08-19,"Nortac Colibri B00",8,"Sparta Red B00",0,"River Jam","neutral","neutral","Grass"
2012-08-19,"MRFC Blue B00",5,"Sparta Red B00",0,"River Jam","neutral","neutral","Unk"
2012-08-19,"Nortac Colibri B00",8,"WPFC White B01",1,"River Jam","neutral","neutral","Grass"
2012-08-24,"Crossfire Premier A B00",8,"BSC Portland Black B00",0,"NWCL","neutral","neutral","Unk"
2012-08-24,"FC Portland Navy B00",0,"ISC Gunners A B00",2,"NWCL","neutral","neutral","Unk"
2012-08-24,"Southside SC Azzuri B00",0,"WPFC Black B00",3,"NWCL","neutral","neutral","Unk"
2012-08-24,"Vancouver Timbers Red B00",1,"Crossfire Premier B B00",5,"NWCL","neutral","neutral","Unk"
2012-08-24,"Westside Timbers Copa B00",3,"Coquitlam Metro Ford Millennium 2000B",3,"NWCL","neutral","neutral","Unk"
2012-08-24,"Boise Nationals B00",0,"Magnuson Ford Mariners FC 2000B",0,"NWCL","neutral","neutral","Unk"
2012-08-24,"FC Alliance A B00",4,"FC Nova SuperNova B00",0,"NWCL","neutral","neutral","Unk"
2012-08-24,"BIFC Blue B00",2,"Cascade FC Green B00",0,"Island Cup Gold","neutral","neutral","Turf"
2012-08-24,"BIFC White B00",0,"Storm King B00",4,"Island Cup Gold","neutral","neutral","Turf"
2012-08-24,"Cascade FC Green B00",1,"Crossfire Select Merrick B00",0,"Island Cup Gold","neutral","neutral","Turf"
2012-08-24,"Kent United Green B00",4,"NK Ballistic B00",2,"Island Cup Gold","neutral","neutral","Turf"
2012-08-24,"Eastside FC Red B00",8,"Whatcom Rangers Gold B00",0,"Pacific Coast Challenge","neutral","neutral","Grass"
2012-08-24,"Eastside FC Red B00",8,"Whatcom Rangers Gold B00",0,"Pacific Coast Challenge","neutral","neutral","Grass"
2012-08-24,"PCU Red B00",2,"Central City Breakers FC Azaad 2001B",5,"Pacific Coast Challenge","neutral","neutral","Grass"
2012-08-24,"PCU Black B00",0,"Snohomish United Black B00",10,"Pacific Coast Challenge","neutral","neutral","Grass"
2012-08-24,"Crossfire Premier D B00",2,"NSC Dynamo B00",7,"Sky River Cup","neutral","neutral","Unk"
2012-08-24,"FC Alliance C B00",1,"Mercer Island FC Gunners B00",3,"Sky River Cup","neutral","neutral","Unk"
2012-08-24,"Tynecastle FC Outliers B00",2,"Seattle United W White B00",0,"Sky River Cup","neutral","neutral","Unk"
2012-08-24,"FC Kent Black B00",1,"MVP Rapids Navy B00",4,"Starfire Extreme Cup","neutral","neutral","Grass"
2012-08-24,"Newport FC Cosmos B00",2,"Kent United White B00",0,"Starfire Extreme Cup","neutral","neutral","Grass"
2012-08-24,"Tacoma United Milan B00",1,"Lake Hills Fury B00",1,"Starfire Extreme Cup","neutral","neutral","Grass"
2012-08-24,"3 Rivers Killoy B00",3,"UPSC Eagles B00",2,"Starfire Extreme Cup","neutral","neutral","Grass"
2012-08-24,"TUSK Vipers B00",3,"Nortac Cosmos B00",4,"Starfire Extreme Cup","neutral","neutral","Grass"
2012-08-24,"Pacific FC Orange B00",0,"Vancouver Timbers Rojo B00",1,"VUSA Summer Slam","neutral","neutral","Unk"
2012-08-24,"WSA Barcelona B00",0,"WAFC Barca B00",2,"VUSA Summer Slam","neutral","neutral","Unk"
2012-08-24,"WSA Inter B00",2,"Timber Barons B00",1,"VUSA Summer Slam","neutral","neutral","Unk"
2012-08-25,"Mountain United 2000B",6,"Boise Nationals B00",0,"NWCL","neutral","neutral","Unk"
2012-08-25,"ISC Gunners A B00",0,"FC Nova SuperNova B00",0,"NWCL","neutral","neutral","Unk"
2012-08-25,"FC Alliance A B00",4,"BSC Portland Black B00",1,"NWCL","neutral","neutral","Unk"
2012-08-25,"Coquitlam Metro Ford Millennium 2000B",8,"Vancouver Timbers Red B00",1,"NWCL","neutral","neutral","Unk"
2012-08-25,"Southside SC Azzuri B00",2,"Crossfire Premier B B00",3,"NWCL","neutral","neutral","Unk"
2012-08-25,"FC Portland Navy B00",1,"WPFC Black B00",2,"NWCL","neutral","neutral","Unk"
2012-08-25,"Magnuson Ford Mariners FC 2000B",3,"Westside Timbers Copa B00",0,"NWCL","neutral","neutral","Unk"
2012-08-25,"ISC Gunners A B00",5,"BSC Portland Black B00",0,"NWCL","neutral","neutral","Unk"
2012-08-25,"WPFC Black B00",8,"FC Nova SuperNova B00",0,"NWCL","neutral","neutral","Unk"
2012-08-25,"Crossfire Premier A B00",4,"Boise Nationals B00",0,"NWCL","neutral","neutral","Unk"
2012-08-25,"FC Portland Navy B00",1,"Crossfire Premier B B00",2,"NWCL","neutral","neutral","Unk"
2012-08-25,"Southside SC Azzuri B00",0,"Coquitlam Metro Ford Millennium 2000B",7,"NWCL","neutral","neutral","Unk"
2012-08-25,"Vancouver Timbers Red B00",2,"Magnuson Ford Mariners FC 2000B",5,"NWCL","neutral","neutral","Unk"
2012-08-25,"Westside Timbers Copa B00",0,"Mountain United 2000B",5,"NWCL","neutral","neutral","Unk"
2012-08-25,"BIFC Blue B00",0,"Seattle United W Blue B00",0,"Island Cup Gold","neutral","neutral","Turf"
2012-08-25,"Crossfire Select Greenwalt B00",1,"NK Ballistic B00",0,"Island Cup Gold","neutral","neutral","Turf"
2012-08-25,"Crossfire Select Greenwalt B00",1,"Kent United Green B00",6,"Island Cup Gold","neutral","neutral","Grass"
2012-08-25,"Crossfire Select Merrick B00",0,"BIFC Blue B00",4,"Island Cup Gold","neutral","neutral","Turf"
2012-08-25,"NK Ballistic B00",1,"Westsound FC Red B00",1,"Island Cup Gold","neutral","neutral","Turf"
2012-08-25,"Seattle United W Blue B00",0,"Cascade FC Green B00",6,"Island Cup Gold","neutral","neutral","Grass"
2012-08-25,"Westsound FC Red B00",0,"Kent United Green B00",2,"Island Cup Gold","neutral","neutral","Turf"
2012-08-25,"Westsound FC Red B00",4,"Crossfire Select Greenwalt B00",2,"Island Cup Gold","neutral","neutral","Turf"
2012-08-25,"BIFC White B00",1,"Harbor Premier Select B00",3,"Island Cup Silver","neutral","neutral","Turf"
2012-08-25,"Harbor Premier Select B00",6,"Silver FC B00",0,"Island Cup Silver","neutral","neutral","Turf"
2012-08-25,"Silver FC B00",0,"Storm King B00",6,"Island Cup Silver","neutral","neutral","Turf"
2012-08-25,"Central City Breakers FC Azaad 2001B",1,"Eastside FC Red B00",3,"Pacific Coast Challenge","neutral","neutral","Grass"
2012-08-25,"Snohomish United Black B00",6,"PCU Red B00",1,"Pacific Coast Challenge","neutral","neutral","Grass"
2012-08-25,"Whatcom Rangers Gold B00",5,"PCU Black B00",1,"Pacific Coast Challenge","neutral","neutral","Grass"
2012-08-25,"Eastside FC Red B00",2,"Snohomish United Black B00",1,"Pacific Coast Challenge","neutral","neutral","Grass"
2012-08-25,"PCU Red B00",5,"Whatcom Rangers Gold B00",1,"Pacific Coast Challenge","neutral","neutral","Grass"
2012-08-25,"PCU Black B00",0,"Central City Breakers FC Azaad 2001B",9,"Pacific Coast Challenge","neutral","neutral","Grass"
2012-08-25,"Breakers Derby B00",2,"Cheney Storm Hemenway B00",1,"River City Challenge","neutral","neutral","Unk"
2012-08-25,"Breakers Derby B00",1,"Spokane Scotties Manthei B00",3,"River City Challenge","neutral","neutral","Unk"
2012-08-25,"FC Spokane Sauther B00",0,"Spokane Pumas Black B00",2,"River City Challenge","neutral","neutral","Unk"
2012-08-25,"FC Spokane Sauther B00",2,"Cheney Storm Hemenway B00",7,"River City Challenge","neutral","neutral","Unk"
2012-08-25,"FC Spokane White Kennedy B00",1,"Spokane Scotties Manthei B00",1,"River City Challenge","neutral","neutral","Unk"
2012-08-25,"FC Spokane White Kennedy B00",5,"Spokane Pumas Black B00",0,"River City Challenge","neutral","neutral","Unk"
2012-08-25,"Crossfire Premier D B00",1,"FC Alliance C B00",3,"Sky River Cup","neutral","neutral","Grass"
2012-08-25,"Mercer Island FC Gunners B00",3,"NSC Dynamo B00",2,"Sky River Cup","neutral","neutral","Grass"
2012-08-25,"Mercer Island FC Gunners B00",5,"Crossfire Premier D B00",2,"Sky River Cup","neutral","neutral","Grass"
2012-08-25,"NSC Impact B00",1,"Tynecastle FC Outliers B00",4,"Sky River Cup","neutral","neutral","Grass"
2012-08-25,"NSC Impact B00",1,"FC Alliance C B00",0,"Sky River Cup","neutral","neutral","Grass"
2012-08-25,"Seattle United W White B00",1,"NSC Impact B00",3,"Sky River Cup","neutral","neutral","Grass"
2012-08-25,"FC Kent Black B00",1,"TUSK Vipers B00",10,"Starfire Extreme Cup","neutral","neutral","Grass"
2012-08-25,"Kent United White B00",3,"Tacoma United Milan B00",0,"Starfire Extreme Cup","neutral","neutral","Grass"
2012-08-25,"Kent United White B00",2,"UPSC Eagles B00",0,"Starfire Extreme Cup","neutral","neutral","Grass"
2012-08-25,"Lake Hills Fury B00",0,"3 Rivers Killoy B00",0,"Starfire Extreme Cup","neutral","neutral","Grass"
2012-08-25,"MVP Rapids Navy B00",1,"TUSK Vipers B00",4,"Starfire Extreme Cup","neutral","neutral","Grass"
2012-08-25,"MVP Rapids Navy B00",1,"Nortac Cosmos B00",4,"Starfire Extreme Cup","neutral","neutral","Grass"
2012-08-25,"Newport FC Cosmos B00",2,"Tacoma United Milan B00",0,"Starfire Extreme Cup","neutral","neutral","Grass"
2012-08-25,"Nortac Cosmos B00",10,"FC Kent Black B00",3,"Starfire Extreme Cup","neutral","neutral","Grass"
2012-08-25,"3 Rivers Killoy B00",1,"Newport FC Cosmos B00",1,"Starfire Extreme Cup","neutral","neutral","Grass"
2012-08-25,"UPSC Eagles B00",0,"Lake Hills Fury B00",5,"Starfire Extreme Cup","neutral","neutral","Grass"
2012-08-25,"Pacific FC Orange B00",0,"WSA Barcelona B00",1,"VUSA Summer Slam","neutral","neutral","Unk"
2012-08-25,"WAFC Barca B00",2,"Timber Barons B00",1,"VUSA Summer Slam","neutral","neutral","Unk"
2012-08-25,"RSA Elite Diamondbacks B00",5,"WSA Inter B00",0,"VUSA Summer Slam","neutral","neutral","Unk"
2012-08-25,"Vancouver Timbers Rojo B00",3,"WSA Inter B00",0,"VUSA Summer Slam","neutral","neutral","Unk"
2012-08-25,"Timber Barons B00",1,"Pacific FC Orange B00",2,"VUSA Summer Slam","neutral","neutral","Unk"
2012-08-25,"Vancouver Timbers Rojo B00",5,"WSA Inter B00",1,"VUSA Summer Slam","neutral","neutral","Unk"
2012-08-25,"WAFC Barca B00",1,"RSA Elite Diamondbacks B00",3,"VUSA Summer Slam","neutral","neutral","Unk"
2012-08-26,"Crossfire Premier A B00",8,"FC Portland Navy B00",1,"NWCL","neutral","neutral","Unk"
2012-08-26,"Mountain United 2000B",5,"FC Nova SuperNova B00",0,"NWCL","neutral","neutral","Unk"
2012-08-26,"Magnuson Ford Mariners FC 2000B",5,"BSC Portland Black B00",0,"NWCL","neutral","neutral","Unk"
2012-08-26,"Boise Nationals B00",3,"Crossfire Premier B B00",2,"NWCL","neutral","neutral","Unk"
2012-08-26,"Westside Timbers Copa B00",0,"WPFC Black B00",2,"NWCL","neutral","neutral","Unk"
2012-08-26,"Vancouver Timbers Red B00",1,"ISC Gunners A B00",4,"NWCL","neutral","neutral","Unk"
2012-08-26,"FC Alliance A B00",5,"Southside SC Azzuri B00",0,"NWCL","neutral","neutral","Unk"
2012-08-26,"Kent United Green B00",2,"BIFC Blue B00",1,"Island Cup Gold","neutral","neutral","Turf"
2012-08-26,"Seattle United W Blue B00",3,"Crossfire Select Merrick B00",2,"Island Cup Gold","neutral","neutral","Turf"
2012-08-26,"Harbor Premier Select B00",3,"Storm King B00",3,"Island Cup Silver","neutral","neutral","Grass"
2012-08-26,"Silver FC B00",1,"BIFC White B00",2,"Island Cup Silver","neutral","neutral","Turf"
2012-08-26,"Storm King B00",2,"Harbor Premier Select B00",4,"Island Cup Silver","neutral","neutral","Turf"
2012-08-26,"Eastside FC Red B00",7,"PCU Red B00",0,"Pacific Coast Challenge","neutral","neutral","Grass"
2012-08-26,"Snohomish United Black B00",2,"Central City Breakers FC Azaad 2001B",6,"Pacific Coast Challenge","neutral","neutral","Grass"
2012-08-26,"Eastside FC Red B00",2,"Central City Breakers FC Azaad 2001B",1,"Pacific Coast Challenge","neutral","neutral","Grass"
2012-08-26,"Cheney Storm Hemenway B00",2,"FC Spokane White Kennedy B00",3,"River City Challenge","neutral","neutral","Unk"
2012-08-26,"FC Spokane Sauther B00",0,"Spokane Scotties Manthei B00",3,"River City Challenge","neutral","neutral","Unk"
2012-08-26,"Spokane Pumas Black B00",3,"Breakers Derby B00",0,"River City Challenge","neutral","neutral","Unk"
2012-08-26,"FC Alliance C B00",1,"Seattle United W White B00",3,"Sky River Cup","neutral","neutral","Grass"
2012-08-26,"Mercer Island FC Gunners B00",0,"NSC Impact B00",1,"Sky River Cup","neutral","neutral","Grass"
