"date","home.team","home.score","away.team","away.score","venue","home.adv","away.adv","surface"
2012-07-21,"Crossfire Premier A B01",6,"FC Portland Navy B00",1,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-21,"Crossfire Premier C B00",1,"PacNW Blue B00",3,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-21,"Crossfire Premier C B00",0,"BSC Portland Black B00",2,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-21,"Crossfire Premier D B00",1,"WA Rush Swoosh B00",5,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-21,"Crossfire Premier D B00",1,"SSC Shadow B B00",6,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-21,"Highline Premier Blue B00",1,"Tynecastle Select (mix) B00",3,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-21,"Highline Premier Blue B00",2,"WA Rush Nike B00",5,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-21,"ISC Gunners A B00",1,"SSC Shadow A B00",2,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-21,"ISC Gunners A B00",0,"WPFC Black B00",1,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-21,"MRFC Blue B00",3,"Snohomish United Red B00",0,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-21,"NWN Red B00",2,"PacNW Blue B00",1,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-21,"NWN Red B00",0,"BSC Portland Black B00",2,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-21,"PacNW Maroon B00",3,"WSA Rangers B00",0,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-21,"PacNW Maroon B00",6,"Snohomish United Black B00",2,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-21,"WPFC Navy B00",5,"Snohomish United Red B00",1,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-21,"WPFC White B00",4,"Snohomish United Black B00",1,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-21,"WPFC White B00",0,"FC Portland Navy B00",3,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-21,"Islander FC B00",5,"NSC Dynamo B00",2,"Skagit River Cup","neutral","neutral","Grass"
2012-07-21,"NW United Martin B00",6,"NSC Dynamo B00",2,"Skagit River Cup","neutral","neutral","Grass"
2012-07-21,"NW United Martin B00",1,"Kings B00",0,"Skagit River Cup","neutral","neutral","Grass"
2012-07-21,"Kings B00",3,"Islander FC B00",7,"Skagit River Cup","neutral","neutral","Grass"
2012-07-22,"Vancouver Timbers Red B00",3,"Westside Timbers Copa B00",0,"Beaverton Cup Gold","neutral","neutral","Grass"
2012-07-22,"Eastside FC Red B00",4,"NWSSA FC Beavers B00",1,"Beaverton Cup Gold","neutral","neutral","Unk"
2012-07-22,"Vancouver Timbers Red B00",1,"Eastside FC Red B00",0,"Beaverton Cup Gold","neutral","neutral","Unk"
2012-07-22,"WAFC Juventus B00",2,"WAFC Real Madrid B00",1,"Beaverton Cup Gold","neutral","neutral","Grass"
2012-07-22,"PCU Red B00",0,"Sting SC Manchester B00",3,"Beaverton Cup Gold","neutral","neutral","Grass"
2012-07-22,"NEU Rangers B00",4,"AR Nike B01",0,"Beaverton Cup Silver Blue","neutral","neutral","Grass"
2012-07-22,"CFC United B00",2,"FC Salmon Creek Juventus B00",1,"Beaverton Cup Silver Blue","neutral","neutral","Grass"
2012-07-22,"EMFC Rovers Blue B00",0,"Westside Timbers Samba B00",7,"Beaverton Cup Silver Blue","neutral","neutral","Grass"
2012-07-22,"Eastside Timbers Black B00",0,"3 Rivers Black B00",0,"Beaverton Cup Silver Blue","neutral","neutral","Unk"
2012-07-22,"Silverton SA Chelsea B00",1,"Eastside Timbers Black B00",2,"Beaverton Cup Silver Blue","neutral","neutral","Grass"
2012-07-22,"PCU Black B00",0,"HSC Lokomotiv B00",2,"Beaverton Cup Silver Red","neutral","neutral","Grass"
2012-07-22,"PCU White B00",1,"Westside Timbers Copa TS B00",5,"Beaverton Cup Silver Red","neutral","neutral","Grass"
2012-07-22,"BSC Portland Black B00",7,"MRFC Blue B00",1,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-22,"Central City Breakers FC Blue Hawks 2001B",2,"NWN Red B00",5,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-22,"Central City Breakers FC Azaad 2001B",0,"ISC Gunners A B00",1,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-22,"Crossfire Premier B B00",5,"Highline Premier Blue B00",0,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-22,"Crossfire Premier B B00",4,"FC Portland Navy B00",1,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-22,"Crossfire Premier A B01",3,"Snohomish United Black B00",2,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-22,"Crossfire Premier A B01",2,"Tynecastle Select (mix) B00",3,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-22,"Crossfire Premier C B00",1,"NWN Red B00",1,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-22,"PacNW Blue B00",0,"BSC Portland Black B00",4,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-22,"PacNW Maroon B00",1,"WPFC White B00",0,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-22,"PacNW Maroon B00",2,"FC Portland Navy B00",5,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-22,"SSC Shadow A B00",1,"WPFC Black B00",2,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-22,"Tynecastle Select (mix) B00",1,"WA Rush Nike B00",1,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-22,"WA Rush Swoosh B00",1,"SSC Shadow B B00",0,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-22,"WA Rush Swoosh B00",0,"WPFC Navy B00",5,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-22,"WPFC Black B00",4,"WA Rush Nike B00",0,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-22,"WPFC Navy B00",1,"MRFC Blue B00",1,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-22,"WPFC White B00",2,"WSA Rangers B00",1,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-22,"Islander FC B00",2,"NW United Martin B00",9,"Skagit River Cup","neutral","neutral","Grass"
2012-07-22,"NW United Martin B00",1,"Islander FC B00",2,"Skagit River Cup","neutral","neutral","Grass"
2012-07-22,"NSC Dynamo B00",7,"Kings B00",0,"Skagit River Cup","neutral","neutral","Grass"
2012-07-23,"Crossfire Premier B B00",3,"PacNW Maroon B00",2,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-23,"Crossfire Premier B B00",0,"WPFC Black B00",1,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-23,"Tynecastle Select (mix) B00",0,"WPFC Black B00",1,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-23,"WPFC Navy B00",0,"BSC Portland Black B00",6,"Nike Crossfire Challenge","neutral","neutral","Grass"
2012-07-27,"Crossfire Select Button B00",5,"Blackhills FC Black B00",1,"Crossfire Select Cup","neutral","neutral","Grass"
2012-07-27,"FC Edmonds Fury B00",1,"Vancouver Timbers Rojo B00",0,"Crossfire Select Cup","neutral","neutral","Grass"
2012-07-27,"Highline Select B00",1,"Seattle United Shoreline Blue B00",6,"Crossfire Select Cup","neutral","neutral","Grass"
2012-07-27,"ISC Gunners B B00",3,"Blackhills FC Black B00",0,"Crossfire Select Cup","neutral","neutral","Grass"
2012-07-27,"ISC Gunners C B00",1,"Sparta White B00",0,"Crossfire Select Cup","neutral","neutral","Grass"
2012-07-27,"NSC Impact B00",2,"Islander FC B00",4,"Diadora Legacy Cup","neutral","neutral","Unk"
2012-07-27,"Tynecastle FC B00",5,"Nortac Colibri B00",2,"Diadora Legacy Cup","neutral","neutral","Unk"
2012-07-27,"FC Portland Navy B00",1,"WAFC Real Madrid B00",2,"Oswego Nike Cup Gold","neutral","neutral","Unk"
2012-07-27,"WAFC Real Madrid B00",6,"Oregon Rush Nike B00",0,"Oswego Nike Cup Gold","neutral","neutral","Turf"
2012-07-27,"WAFC Juventus B00",1,"NWSSA FC Beavers B00",4,"Oswego Nike Cup Gold","neutral","neutral","Unk"
2012-07-27,"Lake Oswego SC Cyclones B00",0,"Silverton SA Chelsea B00",4,"Oswego Nike Cup Silver","neutral","neutral","Unk"
2012-07-27,"Columbia River Utd Man U B00",8,"FC Portland White B00",0,"Oswego Nike Cup Silver","neutral","neutral","Unk"
2012-07-27,"Lake Oswego SC Cyclones B00",9,"FC Portland White B00",2,"Oswego Nike Cup Silver","neutral","neutral","Unk"
2012-07-27,"Columbia River Utd Man U B00",1,"Silverton SA Chelsea B00",0,"Oswego Nike Cup Silver","neutral","neutral","Turf"
2012-07-27,"Oregon City Legacy B00",0,"WUSC Boca Jrs. B00",2,"Oswego Nike Cup Silver","neutral","neutral","Turf"
2012-07-27,"FC West Halcones B00",4,"OSA Lightning B00",0,"Oswego Nike Cup Silver","neutral","neutral","Unk"
2012-07-27,"Oregon City Legacy B00",2,"OSA Lightning B00",2,"Oswego Nike Cup Silver","neutral","neutral","Unk"
2012-07-27,"FC West Halcones B00",4,"WUSC Boca Jrs. B00",0,"Oswego Nike Cup Silver","neutral","neutral","Unk"
2012-07-27,"FC Spokane White Kennedy B00",4,"XiFA 2019 B00",0,"River City Cup","neutral","neutral","Unk"
2012-07-27,"Sabers Rau B00",2,"Spokane Scotties Manthei B00",2,"River City Cup","neutral","neutral","Unk"
2012-07-28,"BYSC Select Cochran B00",3,"Crossfire Select Button B00",0,"Crossfire Select Cup","neutral","neutral","Grass"
2012-07-28,"FC Edmonds Fury B00",7,"Highline Select B00",1,"Crossfire Select Cup","neutral","neutral","Grass"
2012-07-28,"Seattle United S White B00",2,"ISC Gunners C B00",2,"Crossfire Select Cup","neutral","neutral","Grass"
2012-07-28,"Sparta White B00",2,"Seattle United S White B00",3,"Crossfire Select Cup","neutral","neutral","Grass"
2012-07-28,"Seattle United Shoreline Blue B00",2,"FC Edmonds Fury B00",2,"Crossfire Select Cup","neutral","neutral","Grass"
2012-07-28,"Vancouver Timbers Rojo B00",3,"Seattle United Shoreline Blue B00",2,"Crossfire Select Cup","neutral","neutral","Grass"
2012-07-28,"Vancouver Timbers Rojo B00",8,"Highline Select B00",1,"Crossfire Select Cup","neutral","neutral","Grass"
2012-07-28,"Islander FC B00",3,"Tynecastle FC B00",4,"Diadora Legacy Cup","neutral","neutral","Unk"
2012-07-28,"NSC Impact B00",1,"Nortac Colibri B00",9,"Diadora Legacy Cup","neutral","neutral","Unk"
2012-07-28,"Sun City Strikers Red B00",1,"Nortac Colibri B00",8,"Diadora Legacy Cup","neutral","neutral","Unk"
2012-07-28,"Sun City Strikers Red B00",4,"Islander FC B00",0,"Diadora Legacy Cup","neutral","neutral","Unk"
2012-07-28,"FC Portland Navy B00",4,"Oregon Rush Nike B00",0,"Oswego Nike Cup Gold","neutral","neutral","Unk"
2012-07-28,"NWSSA FC Beavers B00",4,"WAFC Real Madrid B00",3,"Oswego Nike Cup Gold","neutral","neutral","Unk"
2012-07-28,"Oregon Rush Nike B00",3,"NWSSA FC Beavers B00",1,"Oswego Nike Cup Gold","neutral","neutral","Unk"
2012-07-28,"FC Portland Navy B00",2,"WAFC Juventus B00",0,"Oswego Nike Cup Gold","neutral","neutral","Turf"
2012-07-28,"WAFC Juventus B00",2,"WAFC Real Madrid B00",0,"Oswego Nike Cup Gold","neutral","neutral","Unk"
2012-07-28,"Lake Oswego SC Cyclones B00",5,"Columbia River Utd Man U B00",3,"Oswego Nike Cup Silver","neutral","neutral","Unk"
2012-07-28,"FC Portland White B00",1,"Silverton SA Chelsea B00",4,"Oswego Nike Cup Silver","neutral","neutral","Turf"
2012-07-28,"Oregon City Legacy B00",0,"FC West Halcones B00",6,"Oswego Nike Cup Silver","neutral","neutral","Unk"
2012-07-28,"OSA Lightning B00",1,"WUSC Boca Jrs. B00",3,"Oswego Nike Cup Silver","neutral","neutral","Unk"
2012-07-28,"Silverton SA Chelsea B00",7,"WUSC Boca Jrs. B00",1,"Oswego Nike Cup Silver","neutral","neutral","Unk"
2012-07-28,"Lake Oswego SC Cyclones B00",5,"FC West Halcones B00",1,"Oswego Nike Cup Silver","neutral","neutral","Turf"
2012-07-28,"FC Spokane Sauther B00",0,"Sabers Rau B00",7,"River City Cup","neutral","neutral","Unk"
2012-07-28,"FC Spokane White Kennedy B00",1,"FC Spokane Dinaro B00",2,"River City Cup","neutral","neutral","Unk"
2012-07-28,"Spokane Scotties Manthei B00",10,"FC Spokane Sauther B00",0,"River City Cup","neutral","neutral","Unk"
2012-07-28,"XiFA 2019 B00",1,"FC Spokane Dinaro B00",3,"River City Cup","neutral","neutral","Unk"
2012-07-29,"Blackhills FC Black B00",1,"BYSC Select Cochran B00",1,"Crossfire Select Cup","neutral","neutral","Grass"
2012-07-29,"Crossfire Select Button B00",2,"ISC Gunners B B00",2,"Crossfire Select Cup","neutral","neutral","Grass"
2012-07-29,"FC Edmonds Fury B00",4,"Seattle United S White B00",0,"Crossfire Select Cup","neutral","neutral","Grass"
2012-07-29,"Sparta White B00",1,"Seattle United Shoreline Blue B00",3,"Crossfire Select Cup","neutral","neutral","Grass"
2012-07-29,"Vancouver Timbers Rojo B00",3,"ISC Gunners C B00",0,"Crossfire Select Cup","neutral","neutral","Grass"
2012-07-29,"NSC Impact B00",1,"Sun City Strikers Red B00",2,"Diadora Legacy Cup","neutral","neutral","Unk"
2012-07-29,"Tynecastle FC B00",0,"Nortac Colibri B00",4,"Diadora Legacy Cup","neutral","neutral","Unk"
2012-07-29,"Tynecastle FC B00",5,"Sun City Strikers Red B00",1,"Diadora Legacy Cup","neutral","neutral","Unk"
2012-07-29,"FC Portland Navy B00",0,"NWSSA FC Beavers B00",4,"Oswego Nike Cup Gold","neutral","neutral","Unk"
2012-07-29,"WAFC Juventus B00",2,"Oregon Rush Nike B00",0,"Oswego Nike Cup Gold","neutral","neutral","Turf"
2012-07-29,"NWSSA FC Beavers B00",0,"WAFC Real Madrid B00",6,"Oswego Nike Cup Gold","neutral","neutral","Unk"
2012-07-29,"Silverton SA Chelsea B00",4,"Lake Oswego SC Cyclones B00",0,"Oswego Nike Cup Silver","neutral","neutral","Unk"
2012-07-29,"FC Spokane Dinaro B00",0,"FC Spokane White Kennedy B00",3,"River City Cup","neutral","neutral","Unk"
2012-07-29,"Spokane Scotties Manthei B00",1,"Sabers Rau B00",0,"River City Cup","neutral","neutral","Unk"
2012-08-03,"Oregon Rush Nike B00",0,"ISC Gunners A B00",0,"Bend Premier Cup","neutral","neutral","Grass"
2012-08-03,"Oregon Rush Nike B00",2,"WSA Rangers B00",2,"Bend Premier Cup","neutral","neutral","Grass"
2012-08-03,"Southside SC Azzuri B00",4,"Lake Oswego SC Cyclones B00",1,"Bend Premier Cup","neutral","neutral","Grass"
2012-08-03,"Storm King B00",3,"NK Ballistic B00",4,"Dungeness Cup","neutral","neutral","Unk"
2012-08-03,"Blackhills FC Black B00",5,"Seattle United Shoreline Blue B00",1,"Seattle United Cup","neutral","neutral","Grass"
2012-08-03,"Crossfire Select Button B00",0,"Eastside FC White B00",5,"Seattle United Cup","neutral","neutral","Grass"
2012-08-03,"Crossfire Select Greenwalt B00",0,"FC Alliance A B00",5,"Seattle United Cup","neutral","neutral","Grass"
2012-08-03,"Nortac Colibri B00",3,"FC Alliance A B00",4,"Seattle United Cup","neutral","neutral","Grass"
2012-08-03,"Seattle United NE Blue B00",0,"Eastside FC White B00",10,"Seattle United Cup","neutral","neutral","Grass"
2012-08-03,"Seattle United S Black B00",1,"Nortac Colibri B00",4,"Seattle United Cup","neutral","neutral","Grass"
2012-08-03,"Seattle United S Black B00",2,"Seattle United S Blue B00",1,"Seattle United Cup","neutral","neutral","Grass"
2012-08-03,"Seattle United Samba B00",7,"Crossfire Select Button B00",1,"Seattle United Cup","neutral","neutral","Grass"
2012-08-03,"Seattle United Samba B00",0,"3 Rivers Black B00",5,"Seattle United Cup","neutral","neutral","Grass"
2012-08-03,"Seattle United W Blue B00",2,"Seattle United Shoreline Blue B00",3,"Seattle United Cup","neutral","neutral","Grass"
2012-08-03,"Crossfire Premier B B00",3,"WA Rush Nike B00",1,"WA Rush Cup","neutral","neutral","Unk"
2012-08-03,"Crossfire Premier C B00",2,"PacNW Blue B00",0,"WA Rush Cup","neutral","neutral","Unk"
2012-08-03,"WA Rush Swoosh B00",2,"WPFC White B00",10,"WA Rush Cup","neutral","neutral","Unk"
2012-08-04,"ISC Gunners A B00",10,"WSA Rangers B00",1,"Bend Premier Cup","neutral","neutral","Grass"
2012-08-04,"ISC Gunners A B00",4,"Lake Oswego SC Cyclones B00",0,"Bend Premier Cup","neutral","neutral","Unk"
2012-08-04,"Oregon Rush Nike B00",0,"Lake Oswego SC Cyclones B00",1,"Bend Premier Cup","neutral","neutral","Grass"
2012-08-04,"Oregon Rush Nike B00",2,"Southside SC Azzuri B00",2,"Bend Premier Cup","neutral","neutral","Grass"
2012-08-04,"Southside SC Azzuri B00",3,"WSA Rangers B00",2,"Bend Premier Cup","neutral","neutral","Grass"
2012-08-04,"NK Ballistic B00",4,"BIFC White B00",1,"Dungeness Cup","neutral","neutral","Unk"
2012-08-04,"NK Ballistic B00",4,"SK Eagles White B00",2,"Dungeness Cup","neutral","neutral","Unk"
2012-08-04,"SK Eagles White B00",9,"BIFC White B00",2,"Dungeness Cup","neutral","neutral","Unk"
2012-08-04,"Storm King B00",4,"SK Eagles White B00",2,"Dungeness Cup","neutral","neutral","Unk"
2012-08-04,"Central WA SA Navy B00",9,"Seattle United W Blue B00",1,"Seattle United Cup","neutral","neutral","Grass"
2012-08-04,"Central WA SA Navy B00",10,"Blackhills FC Black B00",0,"Seattle United Cup","neutral","neutral","Grass"
2012-08-04,"Crossfire Select Greenwalt B00",2,"Seattle United S Black B00",2,"Seattle United Cup","neutral","neutral","Grass"
2012-08-04,"Eastside FC White B00",1,"Seattle United Samba B00",2,"Seattle United Cup","neutral","neutral","Grass"
2012-08-04,"FC Alliance A B00",4,"Seattle United S Black B00",2,"Seattle United Cup","neutral","neutral","Grass"
2012-08-04,"Seattle United NE Blue B00",1,"Seattle United Samba B00",5,"Seattle United Cup","neutral","neutral","Grass"
2012-08-04,"Seattle United S Blue B00",0,"Crossfire Select Greenwalt B00",5,"Seattle United Cup","neutral","neutral","Grass"
2012-08-04,"Seattle United S Blue B00",0,"Nortac Colibri B00",5,"Seattle United Cup","neutral","neutral","Grass"
2012-08-04,"3 Rivers Black B00",3,"Seattle United NE Blue B00",0,"Seattle United Cup","neutral","neutral","Grass"
2012-08-04,"3 Rivers Black B00",7,"Crossfire Select Button B00",0,"Seattle United Cup","neutral","neutral","Grass"
2012-08-04,"3 Rivers Black B00",2,"FC Alliance A B00",1,"Seattle United Cup","neutral","neutral","Grass"
2012-08-04,"Crossfire Premier B B00",3,"WPFC Black B00",1,"WA Rush Cup","neutral","neutral","Unk"
2012-08-04,"Crossfire Premier B B00",6,"PacNW Maroon B00",0,"WA Rush Cup","neutral","neutral","Unk"
2012-08-04,"Crossfire Premier C B00",1,"WPFC White B00",1,"WA Rush Cup","neutral","neutral","Unk"
2012-08-04,"Crossfire Premier C B00",5,"WA Rush Swoosh B00",1,"WA Rush Cup","neutral","neutral","Unk"
2012-08-04,"PacNW Maroon B00",4,"WA Rush Nike B00",4,"WA Rush Cup","neutral","neutral","Unk"
2012-08-04,"WA Rush Swoosh B00",2,"PacNW Blue B00",3,"WA Rush Cup","neutral","neutral","Unk"
2012-08-04,"WPFC White B00",4,"PacNW Blue B00",0,"WA Rush Cup","neutral","neutral","Unk"
2012-08-05,"ISC Gunners A B00",0,"Southside SC Azzuri B00",0,"Bend Premier Cup","neutral","neutral","Grass"
2012-08-05,"ISC Gunners A B00",2,"Southside SC Azzuri B00",0,"Bend Premier Cup","neutral","neutral","Grass"
2012-08-05,"WSA Rangers B00",3,"Lake Oswego SC Cyclones B00",3,"Bend Premier Cup","neutral","neutral","Grass"
2012-08-05,"Storm King B00",4,"BIFC White B00",3,"Dungeness Cup","neutral","neutral","Unk"
2012-08-05,"Storm King B00",2,"NK Ballistic B00",4,"Dungeness Cup","neutral","neutral","Unk"
2012-08-05,"Central WA SA Navy B00",3,"Nortac Colibri B00",2,"Seattle United Cup","neutral","neutral","Grass"
2012-08-05,"Seattle United Tango B00",0,"Seattle United Copa B00",4,"Seattle United Cup","neutral","neutral","Grass"
2012-08-05,"3 Rivers Black B00",0,"Central WA SA Navy B00",5,"Seattle United Cup","neutral","neutral","Grass"
2012-08-05,"Crossfire Premier B B00",1,"WA Rush Nike B00",0,"WA Rush Cup","neutral","neutral","Unk"
